<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.01.04	01:00:00	1903.13	1914.88	1903.13	1913.02	3944	0	16
2021.01.04	02:00:00	1912.98	1913.59	1909.92	1913.36	2585	0	16
2021.01.04	03:00:00	1913.36	1918.59	1912.23	1916.61	6651	0	17
2021.01.04	04:00:00	1916.61	1921.77	1915.47	1921.65	4229	0	16
2021.01.04	05:00:00	1921.65	1925.19	1920.70	1923.22	4023	0	17
2021.01.04	06:00:00	1923.22	1923.73	1920.19	1922.57	2454	0	17
2021.01.04	07:00:00	1922.57	1922.95	1918.96	1921.59	3738	0	16
2021.01.04	08:00:00	1921.59	1925.46	1921.41	1922.82	3506	0	17
2021.01.04	09:00:00	1922.82	1925.43	1922.35	1924.74	3208	0	16
2021.01.04	10:00:00	1924.86	1935.07	1924.52	1932.08	5798	0	16
2021.01.04	11:00:00	1931.99	1933.86	1930.49	1932.11	3595	0	16
2021.01.04	12:00:00	1932.10	1934.44	1927.85	1933.48	4663	0	16
2021.01.04	13:00:00	1933.49	1936.43	1932.28	1933.46	4346	0	17
2021.01.04	14:00:00	1933.46	1934.79	1930.02	1931.85	5358	0	16
2021.01.04	15:00:00	1931.90	1941.96	1929.71	1939.76	8142	0	16
2021.01.04	16:00:00	1939.78	1943.64	1936.61	1941.33	8290	0	16
2021.01.04	17:00:00	1941.34	1944.36	1929.25	1942.92	9326	0	16
2021.01.04	18:00:00	1942.92	1943.62	1937.26	1939.93	8271	0	16
2021.01.04	19:00:00	1940.01	1941.52	1932.57	1937.05	8215	0	16
2021.01.04	20:00:00	1937.05	1943.65	1936.21	1943.61	5111	0	16
2021.01.04	21:00:00	1943.60	1943.63	1939.22	1942.44	3588	0	16
2021.01.04	22:00:00	1942.45	1944.05	1940.89	1943.65	4134	0	17
2021.01.04	23:00:00	1943.63	1943.94	1941.69	1942.77	1514	0	16
2021.01.05	01:00:00	1941.51	1945.56	1940.42	1941.66	2817	0	16
2021.01.05	02:00:00	1941.56	1941.56	1937.76	1938.47	3352	0	18
2021.01.05	03:00:00	1938.46	1939.61	1934.25	1937.40	4446	0	18
2021.01.05	04:00:00	1937.43	1940.04	1936.70	1939.25	4497	0	16
2021.01.05	05:00:00	1939.21	1943.90	1939.04	1941.05	4042	0	19
2021.01.05	06:00:00	1941.08	1941.77	1936.62	1939.60	2642	0	18
2021.01.05	07:00:00	1939.60	1940.74	1937.63	1938.30	3362	0	16
2021.01.05	08:00:00	1938.36	1942.28	1936.91	1940.61	4677	0	16
2021.01.05	09:00:00	1940.61	1943.91	1939.01	1939.67	4075	0	18
2021.01.05	10:00:00	1939.59	1943.59	1939.37	1942.32	4645	0	18
2021.01.05	11:00:00	1942.32	1948.23	1941.67	1945.54	4898	0	16
2021.01.05	12:00:00	1945.54	1947.54	1943.47	1946.82	3038	0	16
2021.01.05	13:00:00	1946.82	1950.21	1946.18	1949.85	4489	0	16
2021.01.05	14:00:00	1949.85	1950.45	1945.44	1949.05	5634	0	16
2021.01.05	15:00:00	1948.96	1951.82	1946.17	1949.42	7260	0	16
2021.01.05	16:00:00	1949.37	1952.51	1941.38	1945.68	8876	0	16
2021.01.05	17:00:00	1945.63	1948.82	1938.97	1943.49	8960	0	16
2021.01.05	18:00:00	1943.42	1951.46	1942.71	1950.58	7701	0	17
2021.01.05	19:00:00	1950.58	1951.73	1947.60	1950.01	4646	0	16
2021.01.05	20:00:00	1950.03	1952.15	1948.90	1951.15	3332	0	17
2021.01.05	21:00:00	1951.15	1952.95	1949.88	1951.21	3261	0	17
2021.01.05	22:00:00	1951.36	1952.08	1948.02	1949.38	3693	0	17
2021.01.05	23:00:00	1949.33	1950.74	1947.60	1949.92	1746	0	16
2021.01.06	01:00:00	1949.77	1953.09	1948.42	1950.20	2850	0	16
2021.01.06	02:00:00	1950.27	1953.17	1948.68	1952.14	3679	0	20
2021.01.06	03:00:00	1952.08	1955.30	1946.60	1947.86	8686	0	16
2021.01.06	04:00:00	1947.82	1949.95	1942.21	1943.93	5488	0	18
2021.01.06	05:00:00	1943.91	1948.35	1942.00	1942.08	4996	0	17
2021.01.06	06:00:00	1942.04	1948.58	1941.20	1944.57	4853	0	16
2021.01.06	07:00:00	1944.57	1946.71	1942.97	1943.74	3434	0	19
2021.01.06	08:00:00	1943.69	1946.39	1943.16	1944.95	4295	0	16
2021.01.06	09:00:00	1944.94	1949.41	1943.29	1947.75	4920	0	17
2021.01.06	10:00:00	1947.75	1956.42	1946.11	1952.80	5807	0	16
2021.01.06	11:00:00	1952.80	1957.83	1952.71	1957.67	4465	0	16
2021.01.06	12:00:00	1957.67	1959.27	1954.30	1956.56	5161	0	16
2021.01.06	13:00:00	1956.55	1957.81	1945.59	1945.59	5435	0	16
2021.01.06	14:00:00	1945.20	1948.49	1925.17	1933.92	8242	0	16
2021.01.06	15:00:00	1933.80	1943.40	1930.64	1932.88	9096	0	16
2021.01.06	16:00:00	1932.90	1938.06	1927.34	1932.50	10000	0	16
2021.01.06	17:00:00	1932.35	1933.69	1904.08	1909.68	10691	0	16
2021.01.06	18:00:00	1909.71	1909.90	1900.72	1907.95	9258	0	16
2021.01.06	19:00:00	1907.95	1908.07	1902.47	1907.52	5571	0	17
2021.01.06	20:00:00	1907.52	1911.43	1905.98	1911.30	4525	0	16
2021.01.06	21:00:00	1911.25	1921.28	1908.49	1918.39	7287	0	16
2021.01.06	22:00:00	1918.34	1924.17	1915.25	1918.14	7745	0	16
2021.01.06	23:00:00	1918.20	1921.10	1915.85	1918.72	2844	0	21
2021.01.07	01:00:00	1918.76	1924.40	1918.46	1923.99	3265	0	16
2021.01.07	02:00:00	1923.98	1924.58	1918.57	1918.92	3964	0	16
2021.01.07	03:00:00	1918.92	1921.58	1915.56	1918.01	5730	0	16
2021.01.07	04:00:00	1918.01	1918.99	1914.64	1916.09	4929	0	16
2021.01.07	05:00:00	1916.09	1918.77	1914.73	1917.82	3756	0	21
2021.01.07	06:00:00	1917.82	1918.42	1916.57	1917.69	1767	0	16
2021.01.07	07:00:00	1917.69	1921.07	1915.96	1920.75	3515	0	16
2021.01.07	08:00:00	1920.74	1927.59	1919.65	1926.35	4369	0	16
2021.01.07	09:00:00	1926.35	1927.41	1919.20	1920.71	5069	0	16
2021.01.07	10:00:00	1920.62	1922.53	1916.12	1917.88	5092	0	16
2021.01.07	11:00:00	1917.88	1921.95	1914.91	1915.72	4804	0	16
2021.01.07	12:00:00	1915.72	1917.95	1908.82	1911.94	5761	0	16
2021.01.07	13:00:00	1911.91	1921.06	1911.22	1918.31	5339	0	17
2021.01.07	14:00:00	1918.38	1918.66	1914.48	1917.63	4924	0	16
2021.01.07	15:00:00	1917.78	1919.49	1910.22	1913.19	7494	0	17
2021.01.07	16:00:00	1913.20	1919.74	1906.74	1910.00	8794	0	16
2021.01.07	17:00:00	1909.13	1918.10	1908.56	1913.53	8627	0	18
2021.01.07	18:00:00	1913.53	1917.85	1912.05	1913.04	5296	0	16
2021.01.07	19:00:00	1913.04	1913.56	1909.04	1911.03	4670	0	16
2021.01.07	20:00:00	1911.03	1916.10	1910.32	1915.46	4329	0	17
2021.01.07	21:00:00	1915.46	1917.70	1914.24	1917.01	3183	0	20
2021.01.07	22:00:00	1917.01	1918.01	1912.80	1913.51	3686	0	17
2021.01.07	23:00:00	1913.36	1915.00	1912.64	1913.49	1322	0	22
2021.01.08	01:00:00	1914.43	1917.43	1914.28	1916.59	2102	0	16
2021.01.08	02:00:00	1916.46	1916.63	1912.75	1913.22	3011	0	17
2021.01.08	03:00:00	1913.18	1913.87	1910.31	1910.79	6436	0	22
2021.01.08	04:00:00	1910.79	1912.61	1909.80	1912.14	4275	0	17
2021.01.08	05:00:00	1912.14	1912.15	1908.51	1910.53	3604	0	19
2021.01.08	06:00:00	1910.51	1910.65	1906.49	1909.23	2662	0	16
2021.01.08	07:00:00	1909.23	1911.48	1907.14	1908.09	4406	0	18
2021.01.08	08:00:00	1908.09	1909.30	1905.87	1907.21	4013	0	16
2021.01.08	09:00:00	1907.21	1911.58	1904.32	1904.78	5299	0	16
2021.01.08	10:00:00	1904.80	1904.80	1877.23	1888.89	8874	0	16
2021.01.08	11:00:00	1888.89	1892.82	1886.33	1891.87	5745	0	16
2021.01.08	12:00:00	1891.81	1893.95	1889.81	1890.95	3902	0	16
2021.01.08	13:00:00	1890.93	1894.04	1890.09	1894.01	3156	0	16
2021.01.08	14:00:00	1894.01	1894.44	1886.45	1889.08	5997	0	16
2021.01.08	15:00:00	1889.08	1890.83	1876.22	1890.83	10414	0	16
2021.01.08	16:00:00	1890.81	1892.62	1857.95	1864.95	10510	0	0
2021.01.08	17:00:00	1864.88	1866.32	1849.79	1862.77	11702	0	16
2021.01.08	18:00:00	1862.79	1865.55	1852.59	1855.44	9847	0	16
2021.01.08	19:00:00	1855.28	1856.96	1839.44	1843.95	11427	0	16
2021.01.08	20:00:00	1843.84	1845.73	1828.12	1838.02	11079	0	16
2021.01.08	21:00:00	1838.04	1847.39	1837.44	1846.46	7249	0	16
2021.01.08	22:00:00	1846.43	1849.27	1844.34	1847.74	6073	0	16
2021.01.08	23:00:00	1847.75	1849.48	1845.36	1849.03	2039	0	16
2021.01.11	01:00:00	1849.25	1856.51	1841.44	1844.60	4532	0	16
2021.01.11	02:00:00	1844.60	1849.40	1841.31	1841.40	4064	0	16
2021.01.11	03:00:00	1841.35	1841.59	1816.87	1828.68	7882	0	18
2021.01.11	04:00:00	1828.68	1838.38	1826.36	1835.38	5730	0	19
2021.01.11	05:00:00	1835.42	1835.62	1828.48	1830.74	5191	0	17
2021.01.11	06:00:00	1830.61	1834.26	1827.00	1833.94	3736	0	22
2021.01.11	07:00:00	1834.01	1842.06	1832.83	1840.48	4720	0	18
2021.01.11	08:00:00	1840.51	1849.05	1838.85	1846.40	5274	0	16
2021.01.11	09:00:00	1846.47	1850.18	1842.97	1846.04	5555	0	16
2021.01.11	10:00:00	1846.04	1855.33	1846.04	1849.19	6948	0	19
2021.01.11	11:00:00	1849.19	1852.48	1846.52	1848.51	5667	0	17
2021.01.11	12:00:00	1848.51	1852.02	1846.90	1851.86	5232	0	17
2021.01.11	13:00:00	1851.92	1852.36	1848.90	1849.38	4023	0	16
2021.01.11	14:00:00	1849.38	1850.34	1841.24	1842.61	5750	0	16
2021.01.11	15:00:00	1842.61	1842.89	1831.79	1834.38	7856	0	18
2021.01.11	16:00:00	1834.38	1842.82	1829.02	1842.23	9816	0	16
2021.01.11	17:00:00	1842.16	1850.50	1840.66	1848.85	8388	0	16
2021.01.11	18:00:00	1848.59	1850.63	1844.42	1848.97	7790	0	16
2021.01.11	19:00:00	1848.96	1849.94	1846.78	1848.61	4904	0	16
2021.01.11	20:00:00	1848.61	1851.61	1845.86	1846.99	4610	0	16
2021.01.11	21:00:00	1846.98	1848.98	1846.53	1846.79	3749	0	17
2021.01.11	22:00:00	1846.99	1847.43	1844.60	1845.10	3668	0	16
2021.01.11	23:00:00	1845.10	1845.87	1843.23	1843.30	1274	0	21
2021.01.12	01:00:00	1844.55	1848.44	1843.45	1847.16	2581	0	25
2021.01.12	02:00:00	1847.13	1848.14	1843.72	1844.99	3188	0	19
2021.01.12	03:00:00	1844.97	1846.99	1841.18	1845.88	6118	0	18
2021.01.12	04:00:00	1845.88	1849.18	1845.07	1847.28	4480	0	16
2021.01.12	05:00:00	1847.28	1851.80	1847.14	1849.77	2506	0	16
2021.01.12	06:00:00	1849.77	1851.57	1848.64	1850.60	2449	0	19
2021.01.12	07:00:00	1850.60	1858.18	1849.33	1858.10	4708	0	16
2021.01.12	08:00:00	1858.08	1860.55	1855.27	1859.99	4115	0	16
2021.01.12	09:00:00	1859.98	1861.67	1857.70	1859.40	4670	0	16
2021.01.12	10:00:00	1859.40	1861.72	1853.72	1855.62	4989	0	16
2021.01.12	11:00:00	1855.62	1863.38	1855.05	1862.64	4233	0	17
2021.01.12	12:00:00	1862.64	1863.73	1859.29	1859.76	3804	0	16
2021.01.12	13:00:00	1859.77	1862.66	1859.41	1860.04	3650	0	16
2021.01.12	14:00:00	1860.06	1861.52	1857.18	1859.56	5089	0	16
2021.01.12	15:00:00	1859.65	1860.79	1842.77	1844.31	8983	0	16
2021.01.12	16:00:00	1844.33	1848.11	1836.63	1841.42	9978	0	17
2021.01.12	17:00:00	1841.38	1846.51	1838.32	1841.71	7585	0	16
2021.01.12	18:00:00	1841.67	1846.61	1840.91	1843.45	6102	0	16
2021.01.12	19:00:00	1843.45	1843.48	1837.52	1839.43	5582	0	16
2021.01.12	20:00:00	1839.40	1849.75	1839.35	1847.24	5841	0	16
2021.01.12	21:00:00	1847.25	1857.25	1846.90	1854.19	4898	0	16
2021.01.12	22:00:00	1854.19	1856.50	1852.31	1855.63	4289	0	16
2021.01.12	23:00:00	1855.59	1856.64	1854.00	1854.54	1633	0	16
2021.01.13	01:00:00	1854.42	1858.77	1853.70	1858.74	2069	0	19
2021.01.13	02:00:00	1858.66	1859.99	1856.33	1856.84	3179	0	16
2021.01.13	03:00:00	1856.79	1862.97	1854.53	1862.05	5396	0	16
2021.01.13	04:00:00	1862.05	1862.37	1857.22	1859.79	2983	0	16
2021.01.13	05:00:00	1859.79	1861.66	1858.55	1859.18	2651	0	16
2021.01.13	06:00:00	1859.18	1861.05	1858.75	1859.62	2394	0	16
2021.01.13	07:00:00	1859.62	1860.48	1857.25	1858.31	3229	0	16
2021.01.13	08:00:00	1858.31	1861.86	1857.04	1859.27	4111	0	17
2021.01.13	09:00:00	1859.25	1862.65	1857.45	1857.48	3708	0	16
2021.01.13	10:00:00	1857.46	1858.07	1854.24	1857.09	5349	0	17
2021.01.13	11:00:00	1857.09	1857.37	1849.37	1855.29	4837	0	16
2021.01.13	12:00:00	1855.29	1857.03	1852.14	1854.27	4258	0	16
2021.01.13	13:00:00	1854.28	1856.29	1852.32	1852.50	3481	0	16
2021.01.13	14:00:00	1852.47	1855.73	1851.74	1854.60	4031	0	17
2021.01.13	15:00:00	1854.59	1859.14	1849.61	1857.84	7582	0	16
2021.01.13	16:00:00	1857.84	1861.13	1851.87	1858.45	8591	0	16
2021.01.13	17:00:00	1858.45	1860.25	1856.61	1857.96	6692	0	16
2021.01.13	18:00:00	1857.96	1859.71	1856.50	1857.32	4568	0	16
2021.01.13	19:00:00	1857.32	1857.91	1852.72	1855.70	2948	0	16
2021.01.13	20:00:00	1855.70	1859.06	1854.11	1854.68	3783	0	16
2021.01.13	21:00:00	1854.68	1855.80	1852.96	1853.47	3185	0	16
2021.01.13	22:00:00	1853.47	1854.10	1845.69	1848.73	2869	0	16
2021.01.13	23:00:00	1848.73	1849.19	1841.80	1844.90	2196	0	19
2021.01.14	01:00:00	1844.87	1848.91	1844.73	1848.28	1635	0	17
2021.01.14	02:00:00	1848.18	1848.90	1844.55	1848.83	2353	0	18
2021.01.14	03:00:00	1848.82	1852.12	1847.84	1849.10	4472	0	16
2021.01.14	04:00:00	1849.16	1849.18	1829.09	1839.70	5895	0	16
2021.01.14	05:00:00	1839.70	1840.10	1834.02	1839.07	4358	0	16
2021.01.14	06:00:00	1839.12	1841.50	1838.78	1840.14	3444	0	21
2021.01.14	07:00:00	1840.15	1846.91	1839.74	1844.36	4040	0	16
2021.01.14	08:00:00	1844.39	1844.48	1839.06	1841.39	4112	0	17
2021.01.14	09:00:00	1841.37	1842.38	1836.06	1842.16	5295	0	16
2021.01.14	10:00:00	1842.15	1845.16	1839.32	1843.10	5838	0	18
2021.01.14	11:00:00	1843.10	1843.71	1839.03	1841.28	3486	0	16
2021.01.14	12:00:00	1841.29	1841.65	1837.86	1838.75	4379	0	16
2021.01.14	13:00:00	1838.75	1843.16	1836.63	1842.25	4056	0	17
2021.01.14	14:00:00	1842.25	1844.70	1838.30	1840.68	4419	0	17
2021.01.14	15:00:00	1840.70	1844.25	1837.44	1843.75	8246	0	17
2021.01.14	16:00:00	1843.75	1852.07	1842.92	1844.74	8951	0	17
2021.01.14	17:00:00	1844.66	1848.31	1841.29	1847.71	8523	0	16
2021.01.14	18:00:00	1847.70	1850.78	1846.28	1848.05	6476	0	18
2021.01.14	19:00:00	1848.05	1855.92	1845.28	1855.24	5346	0	16
2021.01.14	20:00:00	1855.22	1857.45	1848.77	1849.48	7214	0	16
2021.01.14	21:00:00	1849.44	1850.88	1843.71	1844.25	3747	0	16
2021.01.14	22:00:00	1844.25	1848.21	1844.20	1847.17	3966	0	21
2021.01.14	23:00:00	1847.17	1848.83	1845.66	1846.00	1141	0	17
2021.01.15	01:00:00	1845.95	1848.62	1845.31	1846.79	2183	0	17
2021.01.15	02:00:00	1846.79	1852.59	1846.79	1851.67	3258	0	17
2021.01.15	03:00:00	1851.68	1855.57	1850.64	1852.09	5599	0	16
2021.01.15	04:00:00	1852.16	1853.06	1850.12	1852.43	3076	0	16
2021.01.15	05:00:00	1852.43	1852.94	1849.85	1851.93	2620	0	16
2021.01.15	06:00:00	1851.89	1853.98	1851.07	1853.29	2399	0	23
2021.01.15	07:00:00	1853.27	1853.34	1847.28	1849.86	4968	0	16
2021.01.15	08:00:00	1849.86	1851.04	1846.67	1849.33	6072	0	16
2021.01.15	09:00:00	1849.24	1853.47	1848.44	1852.44	5014	0	16
2021.01.15	10:00:00	1852.42	1853.66	1850.39	1851.03	5490	0	17
2021.01.15	11:00:00	1851.03	1856.95	1850.98	1855.18	4658	0	16
2021.01.15	12:00:00	1855.11	1855.83	1853.03	1853.88	3276	0	16
2021.01.15	13:00:00	1853.91	1854.64	1847.03	1849.01	4483	0	16
2021.01.15	14:00:00	1849.01	1849.80	1845.60	1847.85	6489	0	16
2021.01.15	15:00:00	1847.85	1850.47	1836.59	1838.52	9011	0	16
2021.01.15	16:00:00	1838.54	1845.40	1837.44	1839.29	9634	0	16
2021.01.15	17:00:00	1839.31	1841.53	1824.76	1829.39	11348	0	16
2021.01.15	18:00:00	1829.39	1833.47	1823.20	1831.32	8859	0	16
2021.01.15	19:00:00	1831.29	1832.55	1828.36	1831.44	6554	0	16
2021.01.15	20:00:00	1831.44	1832.38	1827.03	1828.36	5196	0	16
2021.01.15	21:00:00	1828.36	1829.48	1827.72	1828.44	4504	0	16
2021.01.15	22:00:00	1828.43	1828.71	1825.10	1825.64	4244	0	16
2021.01.15	23:00:00	1825.63	1828.04	1825.25	1827.37	1642	0	16
2021.01.18	01:00:00	1828.19	1830.18	1802.89	1810.42	4824	0	16
2021.01.18	02:00:00	1810.31	1822.17	1810.31	1820.96	4351	0	16
2021.01.18	03:00:00	1820.96	1826.73	1818.73	1825.21	6171	0	16
2021.01.18	04:00:00	1825.19	1832.34	1824.46	1828.65	5368	0	16
2021.01.18	05:00:00	1828.65	1829.54	1826.62	1828.09	3834	0	16
2021.01.18	06:00:00	1828.09	1828.99	1826.76	1828.85	2338	0	16
2021.01.18	07:00:00	1828.85	1839.93	1828.14	1838.45	4786	0	16
2021.01.18	08:00:00	1838.44	1840.71	1836.00	1838.24	4818	0	16
2021.01.18	09:00:00	1838.18	1838.78	1833.07	1834.75	4523	0	16
2021.01.18	10:00:00	1834.69	1837.09	1833.23	1833.71	4918	0	16
2021.01.18	11:00:00	1833.71	1834.25	1829.89	1831.64	4205	0	16
2021.01.18	12:00:00	1831.63	1834.32	1831.46	1832.59	3025	0	16
2021.01.18	13:00:00	1832.59	1838.35	1832.22	1833.67	3752	0	16
2021.01.18	14:00:00	1833.54	1835.78	1829.54	1835.66	4725	0	16
2021.01.18	15:00:00	1835.66	1836.10	1832.71	1835.13	5447	0	16
2021.01.18	16:00:00	1835.13	1837.86	1832.52	1833.68	6391	0	16
2021.01.18	17:00:00	1833.69	1836.99	1832.81	1836.82	3879	0	16
2021.01.18	18:00:00	1836.81	1839.22	1836.04	1837.97	3350	0	16
2021.01.18	19:00:00	1837.97	1838.60	1835.79	1837.55	2609	0	16
2021.01.18	20:00:00	1837.22	1837.50	1837.22	1837.50	5	0	76
2021.01.19	01:00:00	1837.67	1838.97	1835.96	1837.18	2222	0	16
2021.01.19	02:00:00	1837.18	1839.73	1836.23	1839.32	2499	0	16
2021.01.19	03:00:00	1839.27	1843.55	1839.19	1840.55	5591	0	16
2021.01.19	04:00:00	1840.55	1841.88	1838.41	1839.38	3980	0	16
2021.01.19	05:00:00	1839.35	1839.42	1836.28	1837.32	3756	0	16
2021.01.19	06:00:00	1837.32	1840.02	1837.04	1839.61	2047	0	16
2021.01.19	07:00:00	1839.60	1840.55	1836.18	1837.69	3401	0	16
2021.01.19	08:00:00	1837.65	1841.62	1836.56	1840.75	4156	0	16
2021.01.19	09:00:00	1840.74	1841.12	1837.55	1837.74	4172	0	16
2021.01.19	10:00:00	1837.77	1845.00	1837.74	1843.49	5685	0	16
2021.01.19	11:00:00	1843.49	1844.50	1842.32	1843.21	4366	0	16
2021.01.19	12:00:00	1843.22	1845.42	1842.37	1844.69	4424	0	16
2021.01.19	13:00:00	1844.64	1845.17	1842.36	1842.70	3078	0	16
2021.01.19	14:00:00	1842.74	1842.95	1835.94	1837.77	5602	0	16
2021.01.19	15:00:00	1837.85	1840.22	1832.91	1839.99	7334	0	16
2021.01.19	16:00:00	1839.95	1843.27	1834.16	1835.77	8664	0	16
2021.01.19	17:00:00	1835.85	1839.73	1833.34	1839.30	8751	0	16
2021.01.19	18:00:00	1839.30	1842.87	1838.71	1841.30	6655	0	16
2021.01.19	19:00:00	1841.28	1843.50	1839.87	1842.60	4151	0	16
2021.01.19	20:00:00	1842.60	1842.78	1839.90	1840.79	3642	0	16
2021.01.19	21:00:00	1840.79	1841.25	1837.02	1839.22	3067	0	16
2021.01.19	22:00:00	1839.23	1841.01	1838.44	1840.21	2561	0	16
2021.01.19	23:00:00	1840.14	1840.22	1838.46	1839.95	1239	0	16
2021.01.20	01:00:00	1839.41	1841.67	1839.41	1840.89	1754	0	24
2021.01.20	02:00:00	1840.89	1843.60	1839.37	1843.52	2734	0	16
2021.01.20	03:00:00	1843.50	1847.34	1843.44	1846.25	4755	0	16
2021.01.20	04:00:00	1846.24	1850.38	1846.24	1849.78	3484	0	16
2021.01.20	05:00:00	1849.69	1850.35	1847.62	1848.68	2792	0	16
2021.01.20	06:00:00	1848.68	1850.82	1848.27	1849.50	2045	0	16
2021.01.20	07:00:00	1849.50	1851.68	1848.06	1851.38	2934	0	16
2021.01.20	08:00:00	1851.28	1854.41	1850.43	1852.70	4052	0	16
2021.01.20	09:00:00	1852.70	1857.23	1851.79	1855.90	3861	0	16
2021.01.20	10:00:00	1855.86	1856.16	1853.84	1855.32	4619	0	16
2021.01.20	11:00:00	1855.35	1857.27	1854.35	1854.60	4231	0	16
2021.01.20	12:00:00	1854.60	1855.15	1851.70	1853.65	4083	0	16
2021.01.20	13:00:00	1853.65	1854.15	1848.52	1848.54	3936	0	16
2021.01.20	14:00:00	1848.53	1851.49	1840.84	1842.94	6189	0	16
2021.01.20	15:00:00	1842.94	1849.46	1832.37	1848.85	9782	0	16
2021.01.20	16:00:00	1848.85	1864.74	1848.56	1855.51	10675	0	16
2021.01.20	17:00:00	1855.50	1870.32	1854.65	1866.70	10493	0	16
2021.01.20	18:00:00	1866.73	1869.28	1862.84	1866.74	7677	0	16
2021.01.20	19:00:00	1866.73	1867.37	1862.04	1863.08	5403	0	16
2021.01.20	20:00:00	1863.09	1869.09	1863.09	1868.36	5260	0	16
2021.01.20	21:00:00	1868.33	1868.57	1866.92	1868.06	3247	0	16
2021.01.20	22:00:00	1868.06	1870.84	1867.49	1869.73	3351	0	16
2021.01.20	23:00:00	1869.73	1871.65	1868.76	1871.33	1682	0	16
2021.01.21	01:00:00	1870.90	1872.11	1869.59	1869.84	2125	0	16
2021.01.21	02:00:00	1869.84	1870.17	1867.85	1867.98	2735	0	16
2021.01.21	03:00:00	1867.96	1870.81	1866.90	1868.94	5401	0	16
2021.01.21	04:00:00	1868.85	1872.28	1867.89	1871.45	3733	0	16
2021.01.21	05:00:00	1871.45	1872.65	1869.69	1872.23	3700	0	16
2021.01.21	06:00:00	1872.23	1872.33	1870.01	1870.97	1905	0	16
2021.01.21	07:00:00	1870.97	1874.70	1870.74	1874.09	3797	0	16
2021.01.21	08:00:00	1874.09	1875.05	1870.69	1874.05	4448	0	16
2021.01.21	09:00:00	1874.03	1874.67	1866.04	1867.46	5208	0	16
2021.01.21	10:00:00	1867.49	1873.53	1866.53	1871.81	6162	0	16
2021.01.21	11:00:00	1871.81	1872.76	1869.28	1871.69	4392	0	16
2021.01.21	12:00:00	1871.71	1872.44	1866.94	1870.18	4720	0	16
2021.01.21	13:00:00	1870.18	1872.37	1868.72	1871.11	3954	0	16
2021.01.21	14:00:00	1871.12	1872.36	1866.14	1867.16	5384	0	16
2021.01.21	15:00:00	1867.14	1870.62	1859.76	1860.86	10060	0	16
2021.01.21	16:00:00	1860.84	1868.06	1858.30	1864.16	10134	0	16
2021.01.21	17:00:00	1864.16	1867.01	1860.68	1863.99	7836	0	16
2021.01.21	18:00:00	1863.99	1865.79	1861.92	1863.70	6344	0	16
2021.01.21	19:00:00	1863.70	1864.99	1862.18	1864.78	4605	0	16
2021.01.21	20:00:00	1864.78	1867.97	1864.50	1867.50	3209	0	16
2021.01.21	21:00:00	1867.49	1869.62	1866.97	1869.27	3211	0	16
2021.01.21	22:00:00	1869.27	1871.43	1867.86	1868.89	3335	0	16
2021.01.21	23:00:00	1868.92	1870.56	1868.86	1869.53	1663	0	16
2021.01.22	01:00:00	1869.68	1870.74	1869.15	1869.55	1597	0	16
2021.01.22	02:00:00	1869.55	1869.86	1866.43	1866.75	2222	0	16
2021.01.22	03:00:00	1866.77	1866.77	1862.82	1864.36	5380	0	16
2021.01.22	04:00:00	1864.36	1865.25	1860.46	1860.74	4202	0	17
2021.01.22	05:00:00	1860.73	1863.11	1859.79	1861.53	3781	0	16
2021.01.22	06:00:00	1861.57	1864.14	1861.38	1863.92	2203	0	16
2021.01.22	07:00:00	1863.92	1863.92	1861.21	1862.40	3505	0	16
2021.01.22	08:00:00	1862.42	1862.79	1857.19	1861.43	5313	0	16
2021.01.22	09:00:00	1861.39	1862.67	1858.45	1861.03	3864	0	16
2021.01.22	10:00:00	1861.03	1862.43	1858.89	1862.00	5488	0	16
2021.01.22	11:00:00	1861.95	1863.82	1857.14	1858.84	5337	0	16
2021.01.22	12:00:00	1858.80	1859.11	1850.00	1851.87	5912	0	7
2021.01.22	13:00:00	1851.87	1852.50	1845.54	1849.47	6400	0	16
2021.01.22	14:00:00	1849.46	1852.06	1840.57	1843.35	7731	0	16
2021.01.22	15:00:00	1843.19	1844.83	1837.24	1843.14	9628	0	16
2021.01.22	16:00:00	1843.12	1850.57	1838.13	1850.56	8884	0	16
2021.01.22	17:00:00	1850.42	1857.05	1850.39	1855.94	9989	0	16
2021.01.22	18:00:00	1855.94	1858.33	1852.43	1854.89	7500	0	16
2021.01.22	19:00:00	1854.91	1856.51	1853.15	1855.55	5403	0	16
2021.01.22	20:00:00	1855.62	1857.69	1854.48	1856.04	5098	0	16
2021.01.22	21:00:00	1856.22	1857.94	1855.62	1855.62	2784	0	16
2021.01.22	22:00:00	1855.62	1856.55	1853.77	1854.18	2650	0	16
2021.01.22	23:00:00	1854.20	1856.03	1852.44	1855.89	1153	0	17
2021.01.25	01:00:00	1854.19	1859.30	1853.96	1856.88	2524	0	16
2021.01.25	02:00:00	1856.91	1859.94	1855.32	1858.20	3185	0	16
2021.01.25	03:00:00	1858.17	1859.91	1852.75	1854.86	6343	0	19
2021.01.25	04:00:00	1854.86	1856.03	1853.67	1854.37	4545	0	16
2021.01.25	05:00:00	1854.39	1855.65	1853.33	1853.78	3114	0	21
2021.01.25	06:00:00	1853.78	1854.85	1853.50	1854.28	1938	0	16
