<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.31	20:00:00	2049.50	2049.76	2045.67	2046.05	5885	0	19
2024.01.31	21:00:00	2046.05	2050.69	2039.26	2044.79	14051	0	19
2024.01.31	22:00:00	2044.75	2045.86	2030.78	2034.83	12239	0	19
2024.01.31	23:00:00	2034.83	2040.16	2033.34	2038.56	3390	0	19
2024.02.01	01:00:00	2040.19	2041.35	2038.82	2039.92	1552	0	19
2024.02.01	02:00:00	2040.11	2042.61	2039.18	2040.70	2346	0	19
2024.02.01	03:00:00	2040.70	2041.85	2040.02	2041.34	3604	0	19
2024.02.01	04:00:00	2041.32	2049.46	2041.21	2046.98	3827	0	19
2024.02.01	05:00:00	2047.02	2048.47	2045.56	2046.29	2452	0	19
2024.02.01	06:00:00	2046.28	2046.58	2044.99	2045.73	1405	0	19
2024.02.01	07:00:00	2045.66	2046.25	2044.31	2044.50	2336	0	19
2024.02.01	08:00:00	2044.48	2044.92	2042.37	2043.54	2559	0	19
2024.02.01	09:00:00	2043.53	2044.15	2041.08	2042.87	4843	0	19
2024.02.01	10:00:00	2042.78	2042.78	2038.96	2041.90	6931	0	19
2024.02.01	11:00:00	2041.92	2042.76	2040.28	2041.04	5432	0	19
2024.02.01	12:00:00	2041.07	2041.15	2030.87	2031.82	6050	0	19
2024.02.01	13:00:00	2031.83	2034.40	2029.89	2033.41	6599	0	19
2024.02.01	14:00:00	2033.31	2034.45	2030.16	2034.19	7107	0	19
2024.02.01	15:00:00	2034.18	2042.10	2030.80	2040.01	10898	0	19
2024.02.01	16:00:00	2040.02	2050.77	2039.98	2046.00	11210	0	19
2024.02.01	17:00:00	2045.98	2052.92	2040.53	2051.85	10617	0	19
2024.02.01	18:00:00	2051.84	2065.37	2051.75	2059.25	12048	0	19
2024.02.01	19:00:00	2059.48	2062.39	2051.26	2054.43	10027	0	19
2024.02.01	20:00:00	2054.37	2058.69	2052.10	2055.65	9247	0	19
2024.02.01	21:00:00	2055.62	2058.05	2054.12	2054.70	5932	0	19
2024.02.01	22:00:00	2054.80	2055.67	2053.44	2055.52	4163	0	19
2024.02.01	23:00:00	2055.52	2055.52	2053.84	2054.85	1247	0	19
2024.02.02	01:00:00	2054.72	2056.24	2054.35	2054.83	1090	0	19
2024.02.02	02:00:00	2054.79	2056.81	2054.52	2054.94	2016	0	19
2024.02.02	03:00:00	2055.00	2056.00	2052.89	2054.69	3615	0	19
2024.02.02	04:00:00	2054.70	2055.36	2051.93	2053.79	3258	0	19
2024.02.02	05:00:00	2053.76	2054.96	2053.59	2054.60	1768	0	19
2024.02.02	06:00:00	2054.60	2055.88	2054.06	2055.07	1419	0	19
2024.02.02	07:00:00	2054.97	2056.49	2054.41	2055.48	3131	0	19
2024.02.02	08:00:00	2055.48	2056.84	2054.13	2055.40	2962	0	19
2024.02.02	09:00:00	2055.37	2056.88	2054.72	2055.00	4291	0	19
2024.02.02	10:00:00	2054.98	2056.76	2053.65	2054.00	4436	0	19
2024.02.02	11:00:00	2053.98	2054.93	2052.64	2052.98	4447	0	19
2024.02.02	12:00:00	2052.97	2055.59	2052.87	2054.62	4124	0	19
2024.02.02	13:00:00	2054.62	2056.12	2053.65	2055.99	3963	0	19
2024.02.02	14:00:00	2056.02	2056.26	2053.75	2055.19	3526	0	19
2024.02.02	15:00:00	2055.18	2057.57	2029.65	2031.67	11908	0	19
2024.02.02	16:00:00	2031.70	2036.02	2027.72	2035.41	11357	0	19
2024.02.02	17:00:00	2035.45	2035.62	2028.39	2034.96	9005	0	19
2024.02.02	18:00:00	2034.97	2037.47	2033.07	2036.24	5815	0	19
2024.02.02	19:00:00	2036.29	2036.97	2033.90	2035.21	3914	0	19
2024.02.02	20:00:00	2035.14	2038.69	2034.40	2037.36	3943	0	19
2024.02.02	21:00:00	2037.40	2038.54	2036.39	2038.10	2821	0	19
2024.02.02	22:00:00	2038.11	2038.37	2036.00	2036.00	2803	0	11
2024.02.02	23:00:00	2035.99	2039.83	2035.99	2039.59	1108	0	19
2024.02.05	01:00:00	2039.77	2042.21	2039.11	2039.33	2394	0	19
2024.02.05	02:00:00	2039.47	2039.81	2033.62	2035.64	4646	0	19
2024.02.05	03:00:00	2035.61	2038.21	2034.48	2037.98	4572	0	19
2024.02.05	04:00:00	2037.93	2038.69	2032.92	2033.44	4189	0	19
2024.02.05	05:00:00	2033.42	2034.44	2030.23	2032.20	3815	0	19
2024.02.05	06:00:00	2032.27	2033.34	2031.57	2031.88	1823	0	19
2024.02.05	07:00:00	2031.83	2032.02	2028.86	2029.72	3615	0	19
2024.02.05	08:00:00	2029.66	2031.19	2026.84	2030.82	3355	0	19
2024.02.05	09:00:00	2030.81	2031.39	2026.79	2027.52	5019	0	19
2024.02.05	10:00:00	2027.53	2027.65	2021.32	2023.42	7726	0	19
2024.02.05	11:00:00	2023.38	2024.18	2020.63	2022.63	5904	0	19
2024.02.05	12:00:00	2022.64	2025.23	2022.28	2024.44	4579	0	19
2024.02.05	13:00:00	2024.44	2028.30	2024.10	2027.58	4165	0	19
2024.02.05	14:00:00	2027.57	2028.03	2022.65	2022.65	4932	0	19
2024.02.05	15:00:00	2022.65	2022.72	2014.94	2015.86	9327	0	19
2024.02.05	16:00:00	2015.96	2023.70	2014.84	2023.65	9834	0	19
2024.02.05	17:00:00	2023.66	2023.66	2015.51	2017.81	10817	0	19
2024.02.05	18:00:00	2017.80	2022.45	2017.77	2022.19	7833	0	19
2024.02.05	19:00:00	2022.23	2026.41	2021.35	2025.63	5651	0	19
2024.02.05	20:00:00	2025.64	2027.00	2025.36	2025.89	5248	0	19
2024.02.05	21:00:00	2025.90	2027.44	2025.09	2025.96	4030	0	19
2024.02.05	22:00:00	2025.89	2026.36	2023.99	2024.94	3835	0	19
2024.02.05	23:00:00	2025.02	2025.10	2024.08	2024.70	798	0	19
2024.02.06	01:00:00	2025.02	2025.46	2023.70	2025.08	1206	0	19
2024.02.06	02:00:00	2025.07	2027.60	2025.01	2026.82	1669	0	19
2024.02.06	03:00:00	2026.83	2028.57	2026.42	2027.13	3585	0	19
2024.02.06	04:00:00	2027.12	2027.31	2024.88	2025.97	2340	0	19
2024.02.06	05:00:00	2025.98	2026.40	2023.45	2023.89	2563	0	19
2024.02.06	06:00:00	2023.90	2026.35	2023.55	2026.27	2170	0	19
2024.02.06	07:00:00	2026.31	2029.76	2025.79	2029.47	3269	0	19
2024.02.06	08:00:00	2029.46	2029.61	2026.15	2026.61	2659	0	19
2024.02.06	09:00:00	2026.61	2028.91	2026.18	2026.28	2940	0	19
2024.02.06	10:00:00	2026.20	2026.61	2023.38	2023.80	2753	0	19
2024.02.06	11:00:00	2023.78	2025.37	2022.82	2023.56	2621	0	19
2024.02.06	12:00:00	2023.55	2026.25	2023.32	2023.90	2277	0	19
2024.02.06	13:00:00	2023.95	2027.50	2022.85	2026.72	2689	0	19
2024.02.06	14:00:00	2026.68	2027.86	2024.48	2027.69	4660	0	19
2024.02.06	15:00:00	2027.61	2030.77	2026.17	2029.18	8196	0	19
2024.02.06	16:00:00	2029.10	2032.86	2026.82	2030.58	9426	0	19
2024.02.06	17:00:00	2030.59	2038.10	2029.59	2036.31	10697	0	19
2024.02.06	18:00:00	2036.30	2038.80	2035.18	2036.56	7736	0	19
2024.02.06	19:00:00	2036.45	2038.32	2031.98	2037.01	6945	0	19
2024.02.06	20:00:00	2037.00	2038.15	2033.81	2036.56	6249	0	19
2024.02.06	21:00:00	2036.55	2036.84	2034.95	2035.96	4983	0	19
2024.02.06	22:00:00	2036.05	2036.96	2035.12	2035.68	3388	0	19
2024.02.06	23:00:00	2035.69	2036.13	2034.97	2035.77	633	0	19
2024.02.07	01:00:00	2036.19	2036.29	2034.50	2035.23	951	0	19
2024.02.07	02:00:00	2035.23	2036.10	2034.36	2035.02	1404	0	19
2024.02.07	03:00:00	2035.00	2035.75	2034.22	2034.99	2874	0	19
2024.02.07	04:00:00	2035.00	2035.54	2034.04	2034.42	2813	0	19
2024.02.07	05:00:00	2034.42	2035.41	2034.01	2034.39	1832	0	19
2024.02.07	06:00:00	2034.37	2035.41	2034.09	2035.20	1001	0	19
2024.02.07	07:00:00	2035.18	2035.44	2033.23	2033.33	1928	0	19
2024.02.07	08:00:00	2033.29	2034.26	2032.39	2033.50	2149	0	19
2024.02.07	09:00:00	2033.51	2036.12	2033.23	2035.15	3536	0	19
2024.02.07	10:00:00	2035.18	2035.27	2031.13	2032.85	4958	0	19
2024.02.07	11:00:00	2032.91	2034.93	2032.37	2034.36	4633	0	19
2024.02.07	12:00:00	2034.35	2034.35	2032.62	2033.14	4499	0	19
2024.02.07	13:00:00	2033.15	2035.73	2032.70	2034.07	4600	0	19
2024.02.07	14:00:00	2034.07	2034.20	2030.56	2033.46	5115	0	19
2024.02.07	15:00:00	2033.56	2036.56	2032.32	2036.11	7920	0	19
2024.02.07	16:00:00	2036.14	2044.50	2032.64	2042.45	10021	0	19
2024.02.07	17:00:00	2042.45	2043.20	2035.31	2038.29	10971	0	19
2024.02.07	18:00:00	2038.30	2040.88	2037.56	2038.37	7557	0	19
2024.02.07	19:00:00	2038.38	2038.43	2033.97	2035.58	6330	0	19
2024.02.07	20:00:00	2035.60	2037.17	2033.97	2034.81	5871	0	19
2024.02.07	21:00:00	2034.85	2035.76	2034.17	2035.57	3638	0	19
2024.02.07	22:00:00	2035.55	2035.79	2034.36	2034.68	2852	0	19
2024.02.07	23:00:00	2034.67	2034.89	2033.71	2034.89	866	0	19
2024.02.08	01:00:00	2035.29	2036.54	2034.72	2036.44	882	0	19
2024.02.08	02:00:00	2036.41	2037.70	2036.31	2037.26	1650	0	19
2024.02.08	03:00:00	2037.27	2038.10	2036.67	2037.22	2431	0	19
2024.02.08	04:00:00	2037.21	2038.67	2035.80	2036.09	2350	0	19
2024.02.08	05:00:00	2036.15	2036.51	2031.75	2032.79	1969	0	19
2024.02.08	06:00:00	2032.77	2034.03	2031.67	2032.19	1543	0	19
2024.02.08	07:00:00	2032.09	2033.74	2031.16	2033.48	2481	0	19
2024.02.08	08:00:00	2033.55	2034.16	2032.29	2033.26	2021	0	19
2024.02.08	09:00:00	2033.25	2035.01	2031.57	2032.82	3709	0	19
2024.02.08	10:00:00	2032.84	2033.32	2028.84	2030.79	5330	0	19
2024.02.08	11:00:00	2030.81	2035.88	2029.73	2035.28	4303	0	19
2024.02.08	12:00:00	2035.29	2038.37	2034.71	2036.07	5100	0	19
2024.02.08	13:00:00	2036.09	2036.25	2027.80	2029.03	5501	0	19
2024.02.08	14:00:00	2029.02	2029.06	2023.63	2024.92	6399	0	19
2024.02.08	15:00:00	2025.01	2026.37	2020.83	2020.95	9582	0	19
2024.02.08	16:00:00	2020.98	2033.88	2020.10	2028.27	10632	0	19
2024.02.08	17:00:00	2028.32	2033.09	2027.59	2031.90	8887	0	19
2024.02.08	18:00:00	2031.89	2032.17	2027.67	2031.89	7082	0	19
2024.02.08	19:00:00	2031.92	2033.08	2030.26	2031.71	5674	0	19
2024.02.08	20:00:00	2031.70	2035.29	2031.12	2032.01	6267	0	19
2024.02.08	21:00:00	2032.06	2033.48	2031.38	2032.53	4292	0	19
2024.02.08	22:00:00	2032.54	2033.77	2032.54	2032.95	2987	0	19
2024.02.08	23:00:00	2032.94	2034.15	2032.94	2033.93	644	0	19
2024.02.09	01:00:00	2034.39	2035.02	2033.86	2034.20	778	0	19
2024.02.09	02:00:00	2034.11	2034.41	2031.92	2032.04	1537	0	19
2024.02.09	03:00:00	2032.05	2035.01	2032.04	2034.19	2202	0	19
2024.02.09	04:00:00	2034.19	2035.09	2033.98	2034.31	1727	0	19
2024.02.09	05:00:00	2034.32	2034.76	2032.93	2033.54	1412	0	19
2024.02.09	06:00:00	2033.61	2033.73	2032.28	2032.71	1195	0	19
2024.02.09	07:00:00	2032.65	2033.97	2032.13	2032.82	1124	0	19
2024.02.09	08:00:00	2032.89	2034.33	2032.26	2033.83	1259	0	19
2024.02.09	09:00:00	2033.82	2034.91	2032.83	2033.55	3261	0	19
2024.02.09	10:00:00	2033.61	2034.08	2030.47	2032.33	5477	0	19
2024.02.09	11:00:00	2032.36	2033.52	2031.08	2031.51	4707	0	19
2024.02.09	12:00:00	2031.52	2033.09	2030.95	2032.74	3568	0	19
2024.02.09	13:00:00	2032.76	2033.50	2031.46	2031.51	3665	0	19
2024.02.09	14:00:00	2031.50	2032.14	2028.51	2028.74	5319	0	19
2024.02.09	15:00:00	2028.71	2037.10	2025.54	2027.00	10934	0	19
2024.02.09	16:00:00	2026.99	2030.54	2023.00	2025.21	11071	0	19
2024.02.09	17:00:00	2025.20	2027.19	2021.85	2022.45	9154	0	19
2024.02.09	18:00:00	2022.48	2023.82	2020.21	2021.59	7660	0	19
2024.02.09	19:00:00	2021.58	2024.70	2021.21	2024.64	4766	0	19
2024.02.09	20:00:00	2024.63	2026.27	2022.76	2023.69	4390	0	19
2024.02.09	21:00:00	2023.69	2026.13	2023.35	2024.75	3139	0	19
2024.02.09	22:00:00	2024.71	2026.22	2023.83	2025.06	3083	0	19
2024.02.09	23:00:00	2024.94	2025.54	2023.97	2024.28	849	0	19
2024.02.12	01:00:00	2024.10	2026.81	2024.10	2025.39	1374	0	19
2024.02.12	02:00:00	2025.21	2025.91	2024.91	2025.09	954	0	19
2024.02.12	03:00:00	2025.09	2026.53	2023.47	2023.50	1847	0	19
2024.02.12	04:00:00	2023.46	2023.83	2022.19	2022.37	1332	0	19
2024.02.12	05:00:00	2022.34	2023.06	2021.83	2022.84	1108	0	19
2024.02.12	06:00:00	2022.81	2024.12	2022.53	2023.10	693	0	19
2024.02.12	07:00:00	2023.13	2023.99	2022.90	2023.79	897	0	19
2024.02.12	08:00:00	2023.74	2024.62	2023.51	2024.19	972	0	19
2024.02.12	09:00:00	2024.21	2026.33	2023.01	2025.51	3045	0	19
2024.02.12	10:00:00	2025.52	2027.17	2023.56	2023.65	5077	0	19
2024.02.12	11:00:00	2023.63	2023.82	2020.34	2020.71	4023	0	19
2024.02.12	12:00:00	2020.71	2021.18	2019.92	2020.90	3513	0	19
2024.02.12	13:00:00	2020.92	2022.52	2020.23	2021.67	3928	0	19
2024.02.12	14:00:00	2021.63	2022.31	2020.50	2021.32	4136	0	19
2024.02.12	15:00:00	2021.37	2027.43	2018.50	2019.05	8253	0	19
2024.02.12	16:00:00	2019.04	2020.32	2013.16	2014.97	9472	0	19
2024.02.12	17:00:00	2014.93	2016.97	2011.95	2013.11	8460	0	19
2024.02.12	18:00:00	2013.10	2016.35	2011.79	2015.88	7084	0	19
2024.02.12	19:00:00	2015.89	2020.14	2015.59	2019.41	5290	0	19
2024.02.12	20:00:00	2019.33	2021.54	2017.77	2021.48	5011	0	19
2024.02.12	21:00:00	2021.47	2021.51	2018.58	2019.13	4175	0	19
2024.02.12	22:00:00	2019.12	2020.50	2018.84	2020.00	3267	0	19
2024.02.12	23:00:00	2020.09	2020.50	2019.65	2019.89	572	0	19
2024.02.13	01:00:00	2019.74	2019.96	2018.66	2018.87	604	0	19
2024.02.13	02:00:00	2018.91	2019.54	2018.26	2019.48	1664	0	19
2024.02.13	03:00:00	2019.48	2021.16	2019.43	2020.20	1369	0	19
2024.02.13	04:00:00	2020.26	2020.29	2018.90	2018.91	1037	0	19
2024.02.13	05:00:00	2018.90	2019.08	2016.84	2018.51	1324	0	19
2024.02.13	06:00:00	2018.50	2019.56	2018.33	2018.90	913	0	19
2024.02.13	07:00:00	2018.94	2021.59	2018.94	2020.68	1307	0	19
2024.02.13	08:00:00	2020.72	2024.01	2020.65	2023.64	1438	0	19
2024.02.13	09:00:00	2023.65	2025.77	2023.40	2025.23	3797	0	19
2024.02.13	10:00:00	2025.19	2026.23	2024.46	2026.10	4184	0	19
2024.02.13	11:00:00	2026.09	2026.87	2025.12	2026.64	3954	0	19
2024.02.13	12:00:00	2026.63	2027.92	2026.00	2026.60	3391	0	19
2024.02.13	13:00:00	2026.61	2029.26	2026.13	2027.66	4060	0	19
2024.02.13	14:00:00	2027.67	2028.92	2027.39	2028.24	3960	0	19
2024.02.13	15:00:00	2028.22	2029.74	2002.91	2004.31	11365	0	19
2024.02.13	16:00:00	2004.33	2005.93	1992.41	1995.39	13099	0	19
2024.02.13	17:00:00	1995.61	1995.86	1990.06	1992.22	11471	0	19
2024.02.13	18:00:00	1992.23	1997.80	1991.85	1994.88	8845	0	19
2024.02.13	19:00:00	1994.87	1995.99	1992.78	1993.62	5068	0	19
2024.02.13	20:00:00	1993.65	1995.73	1993.11	1993.45	5771	0	19
2024.02.13	21:00:00	1993.46	1993.75	1991.21	1991.74	3856	0	19
2024.02.13	22:00:00	1991.73	1993.64	1991.21	1992.57	3634	0	19
2024.02.13	23:00:00	1992.59	1993.54	1992.20	1993.02	873	0	19
2024.02.14	01:00:00	1993.24	1993.39	1990.65	1991.42	1297	0	19
2024.02.14	02:00:00	1991.32	1993.19	1990.75	1992.61	1993	0	19
2024.02.14	03:00:00	1992.64	1992.82	1988.76	1992.77	3148	0	19
2024.02.14	04:00:00	1992.78	1993.59	1991.10	1992.17	1876	0	19
2024.02.14	05:00:00	1992.17	1993.00	1991.17	1992.39	1503	0	19
2024.02.14	06:00:00	1992.38	1992.82	1991.98	1992.32	1494	0	19
2024.02.14	07:00:00	1992.31	1993.29	1992.12	1992.89	1234	0	19
2024.02.14	08:00:00	1992.90	1992.91	1990.95	1992.29	1200	0	19
2024.02.14	09:00:00	1992.20	1993.07	1989.35	1989.43	4711	0	19
2024.02.14	10:00:00	1989.46	1990.61	1986.03	1988.46	6582	0	19
2024.02.14	11:00:00	1988.48	1991.55	1988.37	1991.23	5234	0	19
2024.02.14	12:00:00	1991.20	1993.35	1990.03	1992.75	4225	0	19
2024.02.14	13:00:00	1992.78	1993.23	1990.59	1992.23	4568	0	19
2024.02.14	14:00:00	1992.24	1993.18	1989.49	1990.23	4865	0	19
2024.02.14	15:00:00	1990.23	1993.13	1988.63	1989.12	8785	0	19
2024.02.14	16:00:00	1989.09	1992.26	1986.18	1987.37	10100	0	19
2024.02.14	17:00:00	1987.53	1988.94	1984.19	1987.86	10007	0	19
2024.02.14	18:00:00	1987.87	1993.61	1987.46	1993.13	9034	0	19
2024.02.14	19:00:00	1993.15	1995.25	1990.71	1994.32	6372	0	19
2024.02.14	20:00:00	1994.34	1996.07	1991.06	1991.67	6359	0	19
2024.02.14	21:00:00	1991.69	1991.96	1989.71	1991.75	4138	0	19
2024.02.14	22:00:00	1991.75	1991.82	1989.64	1991.06	2818	0	19
2024.02.14	23:00:00	1991.05	1992.89	1990.34	1992.07	942	0	19
2024.02.15	01:00:00	1992.36	1994.08	1992.36	1993.68	991	0	19
2024.02.15	02:00:00	1993.84	1994.26	1992.53	1993.67	1815	0	19
2024.02.15	03:00:00	1993.63	1994.32	1992.30	1992.51	2157	0	19
2024.02.15	04:00:00	1992.44	1993.47	1992.03	1993.06	1462	0	19
2024.02.15	05:00:00	1993.07	1993.24	1990.21	1990.75	1582	0	19
2024.02.15	06:00:00	1990.74	1992.11	1990.42	1992.00	1038	0	19
2024.02.15	07:00:00	1992.00	1992.88	1991.68	1991.85	1001	0	19
2024.02.15	08:00:00	1991.93	1993.39	1991.54	1993.23	1534	0	19
2024.02.15	09:00:00	1993.22	1994.57	1992.21	1993.81	3797	0	19
2024.02.15	10:00:00	1993.79	1995.95	1993.46	1995.17	5203	0	19
2024.02.15	11:00:00	1995.19	1996.76	1993.83	1996.34	3788	0	19
2024.02.15	12:00:00	1996.30	1997.88	1995.71	1995.95	3792	0	19
2024.02.15	13:00:00	1995.95	1998.09	1995.73	1997.49	3200	0	19
2024.02.15	14:00:00	1997.47	1999.04	1996.35	1997.92	4203	0	19
2024.02.15	15:00:00	1997.89	2004.21	1995.67	2003.75	7222	0	19
2024.02.15	16:00:00	2003.81	2008.27	2001.46	2003.77	11355	0	19
2024.02.15	17:00:00	2003.72	2008.08	1999.77	2000.73	10357	0	19
2024.02.15	18:00:00	2000.72	2001.49	1998.42	2000.15	8480	0	19
2024.02.15	19:00:00	2000.19	2004.59	2000.10	2003.64	6162	0	19
2024.02.15	20:00:00	2003.63	2004.88	2002.73	2004.46	5613	0	19
2024.02.15	21:00:00	2004.47	2006.41	2003.67	2005.07	4465	0	19
2024.02.15	22:00:00	2005.09	2005.10	2003.53	2004.34	3722	0	19
2024.02.15	23:00:00	2004.35	2004.66	2003.85	2004.24	525	0	19
2024.02.16	01:00:00	2004.12	2004.80	2003.41	2003.42	634	0	19
2024.02.16	02:00:00	2003.54	2003.64	2002.36	2002.56	1328	0	19
2024.02.16	03:00:00	2002.57	2005.60	2002.43	2005.47	2649	0	19
2024.02.16	04:00:00	2005.43	2005.60	2004.01	2004.47	1803	0	19
2024.02.16	05:00:00	2004.46	2004.79	2003.36	2004.27	1352	0	19
2024.02.16	06:00:00	2004.26	2004.28	2003.18	2003.61	1590	0	19
2024.02.16	07:00:00	2003.60	2004.71	2003.34	2004.45	1563	0	19
2024.02.16	08:00:00	2004.45	2004.70	2002.65	2003.71	1702	0	19
2024.02.16	09:00:00	2003.65	2006.41	2003.37	2005.11	3480	0	19
2024.02.16	10:00:00	2005.12	2005.62	2003.84	2004.89	5026	0	19
2024.02.16	11:00:00	2004.93	2006.42	2004.24	2005.01	3701	0	19
2024.02.16	12:00:00	2005.01	2007.50	2004.69	2007.13	2955	0	19
2024.02.16	13:00:00	2007.13	2007.80	2006.20	2007.25	3158	0	19
2024.02.16	14:00:00	2007.24	2008.08	2006.35	2006.84	3369	0	19
2024.02.16	15:00:00	2006.72	2006.95	1995.02	2001.44	9269	0	19
2024.02.16	16:00:00	2001.43	2003.27	1995.34	1998.13	11316	0	19
2024.02.16	17:00:00	1997.87	2011.03	1997.32	2007.89	11868	0	19
2024.02.16	18:00:00	2007.86	2010.93	2007.15	2009.17	8054	0	19
2024.02.16	19:00:00	2009.18	2014.38	2008.69	2013.31	6190	0	19
2024.02.16	20:00:00	2013.31	2014.95	2011.04	2013.85	5875	0	19
2024.02.16	21:00:00	2013.86	2015.14	2011.73	2012.62	3922	0	19
2024.02.16	22:00:00	2012.59	2013.09	2011.22	2011.86	3801	0	19
2024.02.16	23:00:00	2011.86	2013.91	2011.86	2013.23	845	0	19
2024.02.19	01:00:00	2013.48	2016.24	2012.13	2013.94	1562	0	20
2024.02.19	02:00:00	2014.01	2020.02	2013.94	2018.73	2401	0	19
2024.02.19	03:00:00	2018.78	2020.73	2016.37	2019.77	5069	0	19
2024.02.19	04:00:00	2019.74	2022.84	2018.52	2022.27	2368	0	19
2024.02.19	05:00:00	2022.25	2022.35	2019.25	2019.86	1660	0	19
2024.02.19	06:00:00	2019.87	2019.91	2018.23	2019.02	2019	0	19
2024.02.19	07:00:00	2019.02	2021.40	2018.49	2020.72	2323	0	19
2024.02.19	08:00:00	2020.73	2022.57	2020.42	2021.45	2222	0	19
2024.02.19	09:00:00	2021.40	2022.91	2019.67	2020.93	3091	0	19
2024.02.19	10:00:00	2020.93	2021.17	2019.01	2020.10	4567	0	19
2024.02.19	11:00:00	2020.13	2020.65	2019.21	2020.13	3560	0	19
2024.02.19	12:00:00	2020.09	2020.54	2018.09	2018.87	2767	0	19
2024.02.19	13:00:00	2018.87	2019.54	2018.21	2018.31	3086	0	19
2024.02.19	14:00:00	2018.27	2019.02	2015.94	2016.73	3534	0	19
2024.02.19	15:00:00	2016.74	2019.26	2016.45	2016.77	4704	0	19
2024.02.19	16:00:00	2016.83	2017.68	2015.91	2017.27	4248	0	19
2024.02.19	17:00:00	2017.29	2017.57	2014.75	2014.88	3822	0	19
2024.02.19	18:00:00	2014.89	2016.61	2013.13	2016.23	3020	0	19
2024.02.19	19:00:00	2016.26	2018.46	2015.99	2017.27	1858	0	19
2024.02.19	20:00:00	2017.28	2018.39	2016.86	2017.60	581	0	19
2024.02.19	21:00:00	2017.67	2018.06	2017.67	2017.98	106	0	21
2024.02.20	01:00:00	2017.78	2017.82	2015.78	2016.17	1239	0	19
2024.02.20	02:00:00	2016.17	2016.68	2015.01	2016.17	2408	0	19
2024.02.20	03:00:00	2016.21	2019.18	2015.19	2016.93	4003	0	19
2024.02.20	04:00:00	2016.92	2018.27	2016.79	2017.58	2556	0	19
2024.02.20	05:00:00	2017.57	2018.70	2016.99	2018.27	2039	0	19
2024.02.20	06:00:00	2018.26	2019.68	2018.18	2019.47	1299	0	19
2024.02.20	07:00:00	2019.49	2019.55	2017.73	2018.47	2507	0	19
2024.02.20	08:00:00	2018.43	2020.82	2017.73	2019.40	2926	0	19
2024.02.20	09:00:00	2019.40	2022.82	2018.88	2021.45	4118	0	19
2024.02.20	10:00:00	2021.35	2022.91	2020.72	2022.79	5984	0	19
2024.02.20	11:00:00	2022.69	2025.06	2022.51	2024.02	5733	0	19
2024.02.20	12:00:00	2024.04	2027.51	2023.49	2026.06	4987	0	19
2024.02.20	13:00:00	2026.08	2027.24	2025.24	2026.85	5533	0	19
2024.02.20	14:00:00	2026.88	2027.96	2026.24	2026.65	5086	0	19
2024.02.20	15:00:00	2026.66	2030.75	2026.12	2030.02	8286	0	19
2024.02.20	16:00:00	2030.04	2030.80	2025.43	2028.09	6977	0	19
2024.02.20	17:00:00	2028.10	2029.99	2025.84	2027.44	6697	0	19
2024.02.20	18:00:00	2027.45	2028.26	2025.95	2026.90	4460	0	19
2024.02.20	19:00:00	2026.90	2028.67	2025.60	2028.66	3293	0	19
2024.02.20	20:00:00	2028.66	2028.87	2026.77	2027.17	2409	0	19
2024.02.20	21:00:00	2027.18	2027.66	2024.73	2025.08	1762	0	19
2024.02.20	22:00:00	2025.14	2025.14	2023.53	2024.30	2468	0	19
2024.02.20	23:00:00	2024.53	2024.72	2023.62	2024.08	770	0	19
2024.02.21	01:00:00	2024.41	2024.96	2023.76	2024.21	987	0	19
2024.02.21	02:00:00	2024.24	2024.24	2022.93	2023.51	2405	0	19
2024.02.21	03:00:00	2023.51	2026.05	2023.27	2025.33	3937	0	19
2024.02.21	04:00:00	2025.35	2029.14	2025.32	2027.87	3457	0	19
2024.02.21	05:00:00	2027.88	2030.85	2027.74	2030.49	2347	0	19
2024.02.21	06:00:00	2030.48	2031.21	2030.09	2030.83	1898	0	19
2024.02.21	07:00:00	2030.92	2032.20	2029.39	2030.91	2693	0	19
2024.02.21	08:00:00	2030.94	2031.19	2029.20	2029.95	2446	0	19
2024.02.21	09:00:00	2029.95	2030.59	2028.37	2028.84	3207	0	19
2024.02.21	10:00:00	2028.86	2029.22	2026.11	2026.47	5111	0	19
2024.02.21	11:00:00	2026.47	2028.57	2025.88	2028.05	4776	0	19
2024.02.21	12:00:00	2028.02	2030.14	2027.85	2029.95	3991	0	19
2024.02.21	13:00:00	2029.94	2030.01	2027.34	2028.22	3744	0	19
2024.02.21	14:00:00	2028.23	2030.03	2027.94	2029.42	4019	0	19
2024.02.21	15:00:00	2029.43	2031.45	2027.64	2028.71	7494	0	19
2024.02.21	16:00:00	2028.71	2030.28	2027.00	2027.52	8072	0	19
2024.02.21	17:00:00	2027.51	2030.21	2024.05	2024.12	7614	0	19
2024.02.21	18:00:00	2024.12	2025.82	2023.23	2023.87	6766	0	19
2024.02.21	19:00:00	2023.91	2024.52	2021.39	2024.20	5693	0	19
2024.02.21	20:00:00	2024.28	2024.67	2021.45	2021.76	6460	0	19
2024.02.21	21:00:00	2021.84	2026.48	2019.92	2025.96	7262	0	19
2024.02.21	22:00:00	2025.98	2026.97	2024.08	2024.33	4232	0	19
2024.02.21	23:00:00	2024.58	2025.92	2023.92	2025.91	1765	0	19
2024.02.22	01:00:00	2025.75	2026.72	2025.09	2025.65	1193	0	19
2024.02.22	02:00:00	2025.51	2026.75	2025.05	2026.41	1566	0	19
